56.56547619047618 237.42704323214292 [7, 11, 9, 5, 4, 7, 9, 5, 9, 11, 2, 9, 5, 8, 5, 4, 4, 11, 7, 2, 7, 9, 5, 7, 11, 0, 1, 11, 0, 4, 4, 0, 8, 5, 9, 7, 11, 3, 3, 7, 5, 0, 9, 8, 9, 5, 4, 4, 11, 4, 3, 0, 8, 4, 8, 9, 11, 11, 0, 2, 11, 0, 3, 11, 8, 4, 11, 3, 7, 9, 5, 7, 3, 2, 11, 9, 5, 4, 9, 11, 4, 3, 7, 9, 5, 8, 4, 7, 9, 0, 11, 11, 5, 8, 9, 9]
56.607142857142854 232.0179522261905 [7, 11, 9, 5, 4, 7, 9, 5, 9, 11, 2, 9, 5, 8, 5, 4, 4, 11, 7, 2, 7, 9, 5, 7, 11, 0, 1, 11, 0, 4, 4, 0, 8, 5, 9, 7, 11, 3, 3, 7, 5, 0, 9, 11, 4, 5, 4, 4, 11, 9, 9, 1, 8, 4, 11, 3, 7, 9, 5, 4, 11, 0, 3, 11, 7, 5, 3, 11, 7, 9, 9, 0, 8, 4, 11, 9, 5, 9, 11, 3, 11, 4, 9, 5, 9, 7, 4, 11, 7, 9, 3, 11, 4, 8, 9, 9]
56.2952380952381 237.65622650396816 [7, 11, 9, 5, 4, 7, 9, 5, 9, 11, 2, 9, 5, 8, 5, 4, 4, 11, 7, 2, 7, 9, 5, 7, 11, 0, 1, 11, 0, 4, 4, 0, 8, 5, 9, 7, 11, 3, 3, 7, 5, 0, 9, 8, 9, 5, 4, 4, 11, 9, 9, 1, 8, 4, 11, 3, 7, 9, 5, 4, 7, 0, 4, 5, 9, 7, 3, 11, 4, 8, 1, 9, 9, 11, 4, 4, 5, 9, 0, 2, 9, 11, 4, 5, 9, 7, 3, 11, 7, 8, 11, 3, 0, 11, 9, 9]
53.53888888888889 337.16230145238075 [7, 9, 7, 0, 11, 7, 9, 5, 11, 9, 12, 4, 9, 8, 5, 0, 3, 2, 15, 11, 1, 15, 7, 11, 9, 9, 1, 3, 3, 15, 14, 10, 13, 5, 9, 8, 0, 7, 2, 4, 3, 0, 9, 9, 11, 7, 15, 1, 11, 4, 15, 1, 11, 0, 11, 3, 9, 9, 0, 5, 7, 3, 15, 4, 12, 9, 0, 4, 11, 15, 4, 13, 1, 15, 9, 0, 8, 4, 11, 3, 11, 4, 9, 5, 9, 7, 4, 7, 11, 12, 4, 9, 8, 11, 1, 15]
57.68571428571428 229.7175058531746 [7, 11, 9, 5, 4, 7, 9, 5, 9, 11, 2, 9, 5, 8, 5, 4, 4, 11, 7, 2, 7, 9, 5, 7, 11, 0, 1, 11, 0, 4, 4, 0, 8, 5, 9, 7, 11, 3, 3, 7, 5, 0, 9, 11, 4, 5, 9, 4, 11, 9, 9, 1, 8, 4, 11, 3, 7, 9, 5, 4, 11, 0, 3, 11, 8, 4, 11, 3, 7, 9, 5, 7, 3, 2, 11, 9, 4, 4, 11, 9, 9, 0, 8, 4, 11, 3, 7, 9, 5, 7, 11, 3, 0, 11, 9, 9]
59.28571428571428 212.87928338095242 [7, 11, 9, 5, 4, 7, 9, 5, 9, 11, 2, 9, 5, 8, 5, 4, 4, 11, 7, 2, 7, 9, 5, 7, 11, 0, 1, 11, 0, 4, 4, 0, 8, 5, 9, 7, 11, 3, 3, 7, 5, 0, 9, 8, 9, 5, 4, 4, 11, 9, 9, 1, 8, 5, 11, 3, 7, 9, 5, 4, 11, 0, 11, 3, 9, 7, 9, 7, 3, 4, 11, 11, 7, 9, 3, 11, 4, 5, 9, 11, 2, 3, 7, 5, 9, 7, 3, 11, 4, 9, 11, 3, 11, 4, 9, 9]
57.86666666666667 213.97854341269834 [7, 11, 9, 5, 4, 7, 9, 5, 9, 11, 2, 9, 5, 8, 5, 4, 4, 11, 7, 2, 7, 9, 5, 7, 11, 0, 1, 11, 0, 4, 4, 0, 8, 5, 9, 7, 11, 3, 3, 7, 5, 0, 9, 8, 9, 5, 4, 4, 11, 9, 9, 1, 8, 4, 11, 3, 7, 9, 5, 4, 11, 0, 3, 11, 8, 7, 11, 3, 7, 9, 5, 4, 11, 9, 4, 5, 9, 7, 11, 3, 0, 11, 4, 5, 9, 7, 3, 11, 7, 11, 4, 4, 0, 11, 9, 9]
65.08095238095238 209.20305757936515 [7, 11, 9, 5, 4, 7, 9, 5, 9, 11, 2, 9, 5, 8, 5, 4, 4, 11, 7, 2, 7, 9, 5, 7, 11, 0, 1, 11, 0, 4, 4, 0, 8, 5, 9, 7, 11, 3, 3, 7, 5, 0, 9, 8, 9, 5, 4, 4, 11, 9, 9, 1, 8, 5, 11, 3, 7, 9, 5, 4, 11, 0, 3, 11, 8, 4, 11, 3, 7, 9, 5, 7, 4, 9, 11, 0, 7, 3, 3, 11, 7, 9, 9, 7, 3, 11, 4, 4, 9, 7, 4, 5, 5, 8, 9, 9]
62.46428571428571 211.1308606825398 [7, 11, 9, 5, 4, 7, 9, 5, 9, 11, 2, 9, 5, 8, 5, 4, 4, 11, 7, 2, 7, 9, 5, 7, 11, 0, 1, 11, 0, 4, 4, 0, 8, 5, 9, 7, 11, 3, 3, 7, 5, 0, 9, 8, 7, 5, 9, 7, 2, 4, 4, 5, 9, 11, 11, 3, 7, 9, 5, 4, 7, 0, 3, 9, 9, 7, 11, 3, 3, 7, 0, 11, 9, 11, 4, 5, 9, 7, 3, 11, 4, 8, 0, 3, 11, 3, 9, 7, 7, 11, 4, 4, 5, 8, 9, 9]
73.85714285714286 207.24329127380963 [3, 11, 7, 9, 11, 7, 9, 5, 9, 11, 2, 9, 5, 8, 0, 4, 4, 11, 7, 2, 7, 9, 5, 7, 11, 0, 1, 11, 0, 4, 4, 0, 8, 5, 9, 7, 11, 3, 3, 7, 5, 0, 9, 8, 9, 5, 7, 11, 9, 4, 3, 0, 8, 4, 3, 3, 7, 9, 5, 4, 7, 0, 3, 9, 9, 7, 11, 3, 3, 7, 0, 11, 9, 11, 3, 11, 11, 0, 7, 3, 3, 11, 7, 9, 9, 7, 3, 11, 11, 7, 9, 4, 5, 4, 4, 11]
74.14285714285714 203.0284203809525 [3, 11, 7, 9, 11, 7, 9, 5, 9, 11, 2, 9, 5, 8, 0, 4, 4, 11, 7, 2, 7, 9, 5, 7, 11, 0, 1, 11, 0, 4, 4, 0, 8, 5, 9, 7, 11, 3, 3, 7, 5, 0, 9, 8, 9, 5, 7, 11, 9, 4, 3, 0, 8, 3, 7, 3, 7, 9, 5, 4, 7, 0, 3, 9, 9, 7, 11, 3, 3, 7, 0, 11, 9, 11, 7, 9, 9, 7, 3, 11, 11, 7, 9, 4, 3, 3, 4, 11, 7, 11, 4, 4, 5, 4, 4, 11]
54.0952380952381 283.1123792579364 [11, 11, 3, 0, 11, 7, 9, 5, 11, 9, 12, 4, 9, 8, 5, 4, 4, 11, 7, 2, 7, 9, 5, 7, 11, 0, 1, 11, 0, 4, 4, 0, 8, 5, 9, 7, 11, 3, 3, 7, 5, 0, 9, 8, 9, 12, 4, 9, 11, 4, 7, 5, 9, 7, 3, 11, 4, 8, 11, 3, 0, 11, 4, 5, 9, 7, 3, 11, 4, 8, 1, 9, 9, 11, 4, 4, 5, 9, 11, 5, 9, 7, 11, 0, 3, 11, 7, 7, 11, 12, 9, 5, 8, 0, 4, 11]
55.41666666666667 249.40165025000002 [11, 11, 3, 0, 11, 7, 9, 5, 11, 9, 12, 4, 9, 8, 5, 4, 4, 11, 7, 2, 7, 9, 5, 7, 11, 0, 1, 11, 0, 4, 4, 0, 8, 5, 9, 7, 11, 3, 3, 7, 5, 0, 9, 8, 9, 5, 4, 4, 11, 9, 9, 1, 8, 4, 11, 3, 7, 9, 5, 4, 11, 0, 3, 11, 7, 5, 9, 7, 4, 7, 11, 4, 11, 4, 3, 0, 8, 4, 11, 3, 11, 4, 9, 5, 9, 7, 4, 7, 11, 12, 4, 9, 8, 5, 4, 4]
55.041666666666664 271.8605745853175 [11, 11, 3, 0, 11, 7, 9, 5, 11, 9, 12, 4, 9, 8, 5, 4, 4, 11, 7, 2, 7, 9, 5, 7, 11, 0, 1, 11, 0, 4, 4, 0, 8, 5, 9, 7, 11, 3, 3, 7, 5, 0, 9, 8, 4, 5, 4, 4, 11, 9, 9, 1, 8, 4, 11, 3, 7, 9, 5, 4, 11, 0, 11, 9, 9, 1, 8, 4, 11, 3, 7, 9, 5, 4, 11, 0, 3, 11, 8, 4, 11, 3, 7, 9, 5, 11, 7, 7, 11, 12, 9, 5, 8, 0, 4, 11]
55.176190476190484 257.53261665079367 [7, 11, 9, 5, 4, 7, 9, 5, 9, 11, 2, 9, 5, 8, 5, 4, 4, 11, 7, 2, 7, 9, 5, 7, 11, 0, 1, 11, 0, 4, 4, 0, 8, 5, 9, 7, 11, 3, 3, 7, 5, 0, 9, 8, 9, 5, 4, 4, 11, 9, 9, 1, 8, 5, 11, 3, 7, 4, 11, 3, 7, 9, 5, 4, 11, 9, 2, 0, 11, 11, 9, 8, 4, 8, 0, 3, 7, 5, 9, 7, 3, 11, 4, 8, 11, 3, 0, 11, 4, 5, 9, 4, 5, 8, 9, 9]
55.071428571428584 270.2511833253968 [11, 11, 3, 0, 11, 7, 9, 5, 11, 9, 12, 4, 9, 8, 5, 4, 4, 11, 7, 2, 7, 9, 5, 7, 11, 0, 1, 11, 0, 4, 4, 0, 8, 5, 9, 7, 11, 3, 3, 7, 5, 0, 9, 11, 9, 12, 4, 9, 11, 4, 7, 5, 9, 7, 3, 11, 4, 8, 11, 3, 0, 11, 4, 5, 9, 7, 3, 11, 4, 8, 1, 9, 9, 11, 4, 9, 5, 4, 11, 3, 9, 7, 11, 8, 0, 7, 4, 7, 11, 12, 4, 4, 5, 0, 4, 11]
55.089285714285715 264.91859607341274 [11, 11, 3, 0, 11, 7, 9, 5, 11, 9, 12, 4, 9, 8, 5, 4, 4, 11, 7, 2, 7, 9, 5, 7, 11, 0, 1, 11, 0, 4, 4, 0, 8, 5, 9, 7, 11, 3, 3, 7, 5, 0, 9, 11, 4, 5, 4, 4, 11, 9, 9, 1, 8, 4, 11, 3, 7, 4, 7, 5, 9, 7, 3, 11, 4, 8, 11, 3, 0, 11, 4, 5, 9, 7, 3, 11, 4, 8, 1, 9, 9, 11, 4, 5, 9, 7, 3, 11, 7, 11, 9, 5, 8, 0, 4, 11]
54.98809523809525 282.2611622142859 [11, 11, 3, 0, 11, 7, 9, 5, 11, 9, 12, 4, 9, 8, 5, 4, 4, 11, 7, 2, 7, 9, 5, 7, 11, 0, 1, 11, 0, 4, 4, 0, 8, 5, 9, 7, 11, 3, 3, 7, 5, 0, 9, 8, 9, 5, 4, 4, 11, 9, 9, 1, 8, 5, 9, 7, 3, 4, 11, 7, 11, 3, 0, 11, 4, 5, 9, 7, 3, 11, 4, 8, 1, 9, 9, 11, 4, 4, 12, 7, 4, 11, 11, 0, 3, 11, 7, 7, 11, 12, 9, 5, 8, 0, 4, 11]
57.71428571428571 226.84521252380958 [7, 11, 9, 5, 4, 7, 9, 5, 9, 11, 2, 9, 5, 8, 5, 4, 4, 11, 7, 2, 7, 9, 5, 7, 11, 0, 1, 11, 0, 4, 4, 0, 8, 5, 9, 7, 11, 3, 3, 7, 5, 0, 9, 8, 9, 5, 4, 4, 11, 9, 9, 1, 8, 4, 11, 3, 7, 9, 5, 4, 11, 9, 5, 7, 3, 2, 11, 9, 5, 4, 11, 3, 9, 7, 11, 8, 0, 3, 4, 0, 11, 11, 3, 7, 7, 11, 4, 4, 5, 3, 4, 11, 9, 4, 9, 9]
56.80714285714286 233.9474416388889 [7, 11, 9, 5, 4, 7, 9, 5, 9, 11, 2, 9, 5, 8, 5, 4, 4, 11, 7, 2, 7, 9, 5, 7, 11, 0, 1, 11, 0, 4, 4, 0, 8, 5, 9, 7, 11, 3, 3, 7, 5, 0, 9, 8, 9, 5, 4, 4, 11, 9, 9, 1, 8, 4, 11, 3, 7, 9, 5, 4, 8, 5, 4, 4, 11, 7, 11, 3, 7, 9, 5, 4, 11, 0, 3, 11, 7, 12, 4, 9, 11, 4, 7, 5, 9, 7, 3, 11, 4, 8, 11, 3, 0, 11, 9, 9]
56.295238095238105 239.510202718254 [7, 11, 9, 5, 4, 7, 9, 5, 9, 11, 2, 9, 5, 8, 5, 4, 4, 11, 7, 2, 7, 9, 5, 7, 11, 0, 1, 11, 0, 4, 4, 0, 8, 5, 9, 7, 11, 3, 3, 7, 5, 0, 9, 8, 9, 5, 4, 4, 11, 9, 9, 1, 8, 5, 11, 7, 7, 3, 11, 5, 4, 4, 0, 11, 1, 3, 7, 9, 5, 4, 11, 11, 9, 8, 4, 8, 0, 3, 4, 11, 11, 4, 9, 7, 3, 11, 4, 8, 1, 9, 9, 0, 11, 8, 9, 9]
53.666666666666664 342.6361427976188 [7, 9, 7, 0, 11, 7, 9, 5, 11, 9, 12, 4, 9, 8, 5, 0, 3, 2, 15, 11, 1, 15, 7, 11, 9, 9, 1, 3, 3, 15, 14, 10, 13, 0, 9, 12, 4, 15, 6, 3, 11, 0, 2, 11, 4, 5, 9, 7, 2, 4, 3, 0, 8, 4, 11, 3, 7, 9, 5, 4, 11, 9, 2, 0, 8, 5, 9, 7, 3, 11, 0, 7, 9, 0, 8, 9, 4, 7, 11, 4, 11, 9, 9, 5, 9, 7, 3, 11, 4, 8, 0, 11, 5, 0, 1, 15]
53.56666666666667 347.1207684920633 [7, 9, 7, 0, 11, 7, 9, 5, 11, 9, 12, 4, 9, 8, 5, 0, 3, 2, 15, 11, 1, 15, 7, 11, 9, 9, 1, 3, 3, 15, 14, 10, 13, 5, 9, 8, 0, 7, 2, 4, 3, 0, 9, 9, 11, 7, 15, 1, 11, 4, 15, 1, 11, 0, 11, 3, 11, 4, 9, 15, 7, 5, 0, 0, 8, 5, 9, 7, 2, 8, 0, 9, 15, 1, 13, 4, 15, 11, 4, 0, 9, 12, 4, 15, 3, 7, 5, 0, 9, 9, 4, 8, 0, 11, 1, 15]
